datetime,portfolio_value,cash,positions,return
2024-01-02 08:30:00-05:00,100000.0,100000.0,[],
2024-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2024-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2024-01-03 09:30:00-05:00,98434.41090034731,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.015655890996526867
2024-01-04 09:30:00-05:00,97328.34624632649,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.011236564976658259
2024-01-05 09:30:00-05:00,97242.85332620893,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0008783969256107582
2024-01-06 09:30:00-05:00,96596.31311781994,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.006648716962470491
2024-01-07 09:30:00-05:00,96596.31311781994,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-01-08 09:30:00-05:00,97293.61474752873,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.007218718884832276
2024-01-09 09:30:00-05:00,98274.1116751269,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.010077710959167208
2024-01-10 09:30:00-05:00,98503.87389794283,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0023379730317529823
2024-01-11 09:30:00-05:00,99674.05824205183,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.011879576891781873
2024-01-12 09:30:00-05:00,99417.57948169917,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.002573174654229682
2024-01-13 09:30:00-05:00,99187.81725888325,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.002311082446522561
2024-01-14 09:30:00-05:00,99187.81725888325,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-01-15 09:30:00-05:00,99187.81725888325,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-01-16 09:30:00-05:00,97333.68955383383,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.01869309917577977
2024-01-17 09:30:00-05:00,96858.13518567994,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.004885814668423305
2024-01-18 09:30:00-05:00,99433.60940422122,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.026590169360622307
2024-01-19 09:30:00-05:00,101164.84103660166,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.017410930195066898
2024-01-20 09:30:00-05:00,102180.06946299759,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.010035387946970786
2024-01-21 09:30:00-05:00,102180.06946299759,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-01-22 09:30:00-05:00,102751.80336628374,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.005595356377137595
2024-01-23 09:30:00-05:00,104205.18300828214,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.014144565782631346
2024-01-24 09:30:00-05:00,104418.915308576,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.00205107168495533
2024-01-25 09:30:00-05:00,104312.04915842907,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.001023436700440028
2024-01-26 09:30:00-05:00,103804.4349452311,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.004866304681897415
2024-01-27 09:30:00-05:00,102741.11675126904,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.01024347557523031
2024-01-28 09:30:00-05:00,102741.11675126904,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-01-29 09:30:00-05:00,102596.84744857067,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0014042022051176106
2024-01-30 09:30:00-05:00,102025.11354528453,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.005572626425706995
2024-01-31 09:30:00-05:00,99941.22361741918,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.020425264480988803
2024-02-01 09:30:00-05:00,98308.84317392467,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.016333404619332637
2024-02-02 09:30:00-05:00,96104.728827144,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.02242030600320688
2024-02-03 09:30:00-05:00,98909.96526850121,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.02918936950961859
2024-02-04 09:30:00-05:00,98909.96526850121,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-02-05 09:30:00-05:00,100534.3307507347,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.01642266760304678
2024-02-06 09:30:00-05:00,99845.04408228694,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.006856231730002604
2024-02-07 09:30:00-05:00,101864.81432006412,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.020229048485497003
2024-02-08 09:30:00-05:00,101194.22922789206,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.006583088543852256
2024-02-09 09:30:00-05:00,100801.49612610207,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0038809831824061503
2024-02-10 09:30:00-05:00,100737.37643601389,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0006360985952823528
2024-02-11 09:30:00-05:00,100737.37643601389,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-02-12 09:30:00-05:00,100675.9283996794,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0006099824961545153
2024-02-13 09:30:00-05:00,99262.62356398611,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.01403816044370132
2024-02-14 09:30:00-05:00,99022.17472615548,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0024223502180116263
2024-02-15 09:30:00-05:00,98076.40929735507,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.009551046837901866
2024-02-16 09:30:00-05:00,98006.94629975954,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0007082538817763107
2024-02-17 09:30:00-05:00,97221.48009617953,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.008014393195943659
2024-02-18 09:30:00-05:00,97221.48009617953,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-02-19 09:30:00-05:00,97221.48009617953,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-02-20 09:30:00-05:00,97135.98717606199,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0008793624622147611
2024-02-21 09:30:00-05:00,97216.13678867219,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0008251278948236962
2024-02-22 09:30:00-05:00,98039.00614480363,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.00846432889963733
2024-02-23 09:30:00-05:00,98856.53219342773,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.008338783518639703
2024-02-24 09:30:00-05:00,97397.80924392199,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.014755959137343844
2024-02-25 09:30:00-05:00,97397.80924392199,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-02-26 09:30:00-05:00,97376.43601389261,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.00021944261575590485
2024-02-27 09:30:00-05:00,96767.29895805503,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.006255487269534843
2024-02-28 09:30:00-05:00,97520.70531659096,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.007785753727222344
2024-02-29 09:30:00-05:00,96858.13518567994,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.006794148265848232
2024-03-01 09:30:00-05:00,95939.08629441625,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0094886081535831
2024-03-02 09:30:00-05:00,95645.20438151216,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0030632135895294343
2024-03-03 09:30:00-05:00,95645.20438151216,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-03-04 09:30:00-05:00,94122.36174191826,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.01592178770949715
2024-03-05 09:30:00-05:00,91242.31899545819,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.030598921373829135
2024-03-06 09:30:00-05:00,91402.6182206786,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0017568517217148027
2024-03-07 09:30:00-05:00,90382.04648677532,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.011165672863322817
2024-03-08 09:30:00-05:00,90301.8968741651,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.000886786875554324
2024-03-09 09:30:00-05:00,91092.70638525247,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.008757396449704302
2024-03-10 10:30:00-04:00,91092.70638525247,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.0
2024-03-11 10:30:00-04:00,92625.64787603526,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",0.016828366963866692
2024-03-12 10:30:00-04:00,92246.86080683942,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.0040894404290999775
2024-03-13 10:30:00-04:00,91362.5434143735,0.0,"[{'asset': AAPL, 'quantity': 534.3307507347048}]",-0.00958642261353082
