datetime,portfolio_value,cash,positions,return
2024-01-01 00:00:00-05:00,100000.0,100000.0,[],
2024-01-02 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-03 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-04 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-05 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-06 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-07 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-08 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-09 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-10 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-11 00:00:00-05:00,100000.0,100000.0,[],0.0
