datetime,portfolio_value,cash,positions,return
2024-01-01 00:00:00-05:00,100000.0,100000.0,[],
2024-01-02 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-03 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-04 00:00:00-05:00,100000.0,100000.0,[],0.0
2024-01-05 00:00:00-05:00,99701.87393526406,75170.35775127768,"[{'asset': XRP, 'quantity': 42589.43781942079}]",-0.002981260647359485
2024-01-06 00:00:00-05:00,98708.63796611773,55986.25603350369,"[{'asset': XRP, 'quantity': 75215.4611489684}]",-0.00996205918648252
2024-01-07 00:00:00-05:00,96813.9291755124,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",-0.0191949643885847
2024-01-08 00:00:00-05:00,99510.07625369325,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",0.02784875173584833
2024-01-09 00:00:00-05:00,98411.64596258252,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",-0.011038382568518634
2024-01-10 00:00:00-05:00,101806.79413510658,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",0.034499455215035724
2024-01-11 00:00:00-05:00,101906.65143429846,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",0.000980851032980734
2024-01-12 00:00:00-05:00,98711.21786015818,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",-0.031356477022507656
2024-01-13 00:00:00-05:00,99210.5043561176,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",0.005058052233402055
2024-01-14 00:00:00-05:00,99310.36165530948,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",0.001006519418885743
2024-01-15 00:00:00-05:00,99310.36165530948,41792.55732078444,"[{'asset': XRP, 'quantity': 99857.29919188375}]",0.0
2024-01-16 00:00:00-05:00,99310.36165530948,31344.417990588332,"[{'asset': XRP, 'quantity': 117996.42997347422}]",0.0
2024-01-17 00:00:00-05:00,98366.3902155217,31344.417990588332,"[{'asset': XRP, 'quantity': 117996.42997347422}]",-0.009505266359457587
2024-01-18 00:00:00-05:00,96360.45090597264,31344.417990588332,"[{'asset': XRP, 'quantity': 117996.42997347422}]",-0.020392527418704898
