datetime,portfolio_value,cash,positions,return
2024-01-01 00:00:00-05:00,100000.0,100000.0,[],
2024-01-02 00:00:00-05:00,98498.71535126936,123932.49651956401,"[{'asset': BTC, 'quantity': -0.5659245509388688}]",-0.015012846487306386
2024-01-03 00:00:00-05:00,100620.24866050322,154385.4012384742,"[{'asset': BTC, 'quantity': -1.2553269836274676}]",0.021538690140962435
2024-01-04 00:00:00-05:00,99710.0068934254,194898.8807215775,"[{'asset': BTC, 'quantity': -2.1564876367649837}]",-0.009046308066172792
2024-01-05 00:00:00-05:00,98252.1001765694,242176.4532999516,"[{'asset': BTC, 'quantity': -3.2603378290001404}]",-0.014621468419055206
2024-01-06 00:00:00-05:00,98854.93664115152,242176.4532999516,"[{'asset': BTC, 'quantity': -3.2603378290001404}]",0.006135608943714788
2024-01-07 00:00:00-05:00,97914.56242515973,37438.486871606074,"[{'asset': BTC, 'quantity': 1.3772828225552365}]",-0.009512668238364164
2024-01-08 00:00:00-05:00,102746.35178927475,28067.290775849957,"[{'asset': BTC, 'quantity': 1.5904389524741729}]",0.049346994404516176
2024-01-09 00:00:00-05:00,97589.41975043337,104478.99668731123,"[{'asset': BTC, 'quantity': -0.1494371780207111}]",-0.050190901662551135
2024-01-10 00:00:00-05:00,97670.01829972974,131080.36653372928,"[{'asset': BTC, 'quantity': -0.7159830839026464}]",0.000825894338776445
2024-01-11 00:00:00-05:00,98273.51227883555,65695.27873252583,"[{'asset': BTC, 'quantity': 0.7022623979597014}]",0.006178907198049366
2024-01-12 00:00:00-05:00,99832.92061937881,114988.7643808727,"[{'asset': BTC, 'quantity': -0.3540348796977706}]",0.0158680432232714
2024-01-13 00:00:00-05:00,102175.99381036335,146109.59031287173,"[{'asset': BTC, 'quantity': -1.0255585837690775}]",0.02346994534916691
2024-01-14 00:00:00-05:00,104188.85034443668,182604.0747180354,"[{'asset': BTC, 'quantity': -1.8782314608222548}]",0.019699896805595696
2024-01-15 00:00:00-05:00,101813.27655040126,55298.103807672116,"[{'asset': BTC, 'quantity': 1.093450668379474}]",-0.02280065272034426
2024-01-16 00:00:00-05:00,100473.56260089212,114500.64773329126,"[{'asset': BTC, 'quantity': -0.3249786306451377}]",-0.013158538796715136
2024-01-17 00:00:00-05:00,100597.89942497695,114500.64773329126,"[{'asset': BTC, 'quantity': -0.3249786306451377}]",0.0012375078664097483
2024-01-18 00:00:00-05:00,101081.07765302014,114500.64773329126,"[{'asset': BTC, 'quantity': -0.3249786306451377}]",0.004803064783708955
2024-01-19 00:00:00-05:00,99816.4646294609,70946.04537378601,"[{'asset': BTC, 'quantity': 0.6932089382477913}]",-0.012510877930093534
2024-01-20 00:00:00-05:00,99433.4780987601,117190.72941705326,"[{'asset': BTC, 'quantity': -0.4258721734424996}]",-0.00383690738920206
2024-01-21 00:00:00-05:00,99494.50558121441,117190.72941705326,"[{'asset': BTC, 'quantity': -0.4258721734424996}]",0.0006137518632678418
2024-01-22 00:00:00-05:00,97938.59064867327,70040.7532762561,"[{'asset': BTC, 'quantity': 0.7050694982603696}]",-0.015638199551342047
2024-01-23 00:00:00-05:00,100105.19424811358,117752.2600865328,"[{'asset': BTC, 'quantity': -0.4425396681383465}]",0.022122062254422037
2024-01-24 00:00:00-05:00,100012.96898127356,117752.2600865328,"[{'asset': BTC, 'quantity': -0.4425396681383465}]",-0.0009212835311166456
2024-01-25 00:00:00-05:00,100075.1900586138,117752.2600865328,"[{'asset': BTC, 'quantity': -0.4425396681383465}]",0.000622130089467765
2024-01-26 00:00:00-05:00,97946.31656217761,147293.79602360982,"[{'asset': BTC, 'quantity': -1.1795120003593025}]",-0.02127273997870316
2024-01-27 00:00:00-05:00,95703.50650855793,182456.91034638972,"[{'asset': BTC, 'quantity': -2.059672455788979}]",-0.022898360370662063
2024-01-28 00:00:00-05:00,96496.7256750748,50978.015060774094,"[{'asset': BTC, 'quantity': 1.082958869577337}]",0.008288297842524273
2024-01-29 00:00:00-05:00,97846.74220188992,50978.015060774094,"[{'asset': BTC, 'quantity': 1.082958869577337}]",0.013990283269931014
2024-01-30 00:00:00-05:00,97491.74828444247,50978.015060774094,"[{'asset': BTC, 'quantity': 1.082958869577337}]",-0.0036280606738544607
2024-01-31 00:00:00-05:00,97099.6088777685,50978.015060774094,"[{'asset': BTC, 'quantity': 1.082958869577337}]",-0.00402228305035468
2024-02-01 00:00:00-05:00,97439.34892811031,110331.20218093503,"[{'asset': BTC, 'quantity': -0.2992475378375271}]",0.0034988817593433197
2024-02-02 00:00:00-05:00,97017.56878064183,137589.6490855481,"[{'asset': BTC, 'quantity': -0.9395034411550938}]",-0.0043286429159092865
